block_group,poverty_percent_below_1_rank,civ_labor_force_unemployed_percent_2_rank,no_hs_degree_percent_4_rank,over_65_percent_5_rank,under_18_percent_6_rank,disabled_adult_percent_7_rank,single_householder_percent_8_rank,percent_minority_9_rank,eng_proficiency_rank,over_10_rank,mobile_units_rank,over_1_person_room_percent_13_rank,no_vehicle_percent_14_rank,group_quarters_percent_15_rank,Gini_income_rank,Gini_education_rank,directional_median_hh_income_3_rank,wfsvi,percent_qualify,COES_DIC,reduced_match_qualify
080010091042,0.65,0,0.83,0.18,0.96,0.03,0.82,0.95,0.8,0.71,0,0.63,0,0,0.65,0.06,0.46,0.63,0.165,TRUE,Qualifying
080010092032,0.61,0.53,0.73,0.06,0.76,0.43,0.82,0.97,0.96,0.92,0,0.89,0.58,0,0.79,0.66,0.65,0.95,0.898,TRUE,Qualifying
080010092041,0.53,0.51,0.78,0.25,0.77,0.67,0.58,0.75,0.9,0.78,0,0.88,0.51,0,0.41,0.55,0.43,0.75,0.313,TRUE,Qualifying
080010092044,0.67,0.37,0.53,0.07,0.11,0.24,0.64,0.84,0.7,0.96,0,0.78,0.9,0,0.6,0.19,0.49,0.64,0.241,TRUE,Qualifying
080010092061,0.31,0.62,0.67,0.59,0.6,0.28,0.82,0.76,0.79,0.86,0,0.62,0.78,0,0.16,0.1,0.64,0.49,0.007,TRUE,Qualifying
080010093041,0,0.61,0.55,0.44,0.99,0.82,0.42,0.81,0.74,0,0,0,0.84,0,0.65,0.35,0.5,0.63,0.202,TRUE,Qualifying
080010093043,0.38,0.78,0.64,0.03,0.9,0.91,1,0.94,0,0.96,0,0,0,0,0.82,0.81,0.66,0.9,0,TRUE,Qualifying
080010093044,0.14,0.55,0.49,0.43,0.17,0.58,0,0.75,0,0.85,0,0,0,0.85,0.6,0.86,0.4,0.46,0.06,FALSE,Not Qualifying
080010093093,0.56,0.96,0.96,0.62,0.42,0.73,0.97,0.87,1,0.91,0,0.86,0.93,0.81,0.22,0.13,0.91,0.89,0.91,TRUE,Qualifying
080010093161,0.72,0.68,0.96,0.39,0.44,0.72,0.3,0.96,0.98,0,0.98,1,0,0,0.51,0.08,0.52,0.89,0.825,TRUE,Qualifying
080010093181,0.96,0.88,0.94,0.11,0.97,0.21,0.9,0.88,0.93,0.86,0.94,0.78,0.97,0.81,0.21,0.08,0.96,0.97,0.998,TRUE,Qualifying
080010093182,0.83,0.83,0.95,0.49,0.86,0.7,0.87,0.98,0.94,0.79,0,0.93,0,0,0.39,0.05,0.79,0.9,0.92,TRUE,Qualifying
080010093183,0.85,0,0.97,0,0.82,0.28,0.91,0.91,0.89,0.88,0,0.97,0,0,0.11,0.05,0.81,0.66,0.358,TRUE,Qualifying
080010093191,0.33,0.29,0.97,0.37,0.18,0.65,0.84,0.88,0.97,0.89,0,0,0.91,0,0.44,0.23,0.77,0.76,0.338,TRUE,Qualifying
080010093192,0.65,0.54,0.92,0.87,0.23,0.37,0.76,0.76,0.9,0.64,0.98,0.76,0.48,0,0.48,0.06,0.74,0.87,0.494,TRUE,Qualifying
080010093193,0.99,0.98,0.99,0.31,0.97,0.96,0.93,0.95,0.99,0.64,1,0.97,0.75,0,0.07,0.01,0.95,0.98,1,TRUE,Qualifying
080010093201,0.95,0.72,0.98,0.18,0.59,0.55,0.99,0.93,0.92,0.94,0.88,0.97,0.93,0,0.31,0.03,0.95,0.97,0.997,TRUE,Qualifying
080010093202,0.66,0.54,0.88,0.22,0.18,0.75,0.8,0.9,0.89,0.95,0.94,0.65,0.76,0,0.42,0.12,0.73,0.89,0.875,TRUE,Qualifying
080010093231,0.67,0.77,0.96,0.24,0.79,0.11,0.88,0.91,0.95,0.83,0,0.74,0.75,0,0.47,0.02,0.56,0.81,0.579,TRUE,Qualifying
080010093232,0.89,0,0.72,0.23,0.83,0.86,0.81,0.85,0.76,0.95,0,0,0,0,0.46,0.46,0.88,0.86,0.777,TRUE,Qualifying
080010093251,0.65,0.49,0,0.74,0.02,0.55,0.41,0.71,0,0.92,0,0.67,0.87,0,0.29,0.49,0.67,0.47,0.185,TRUE,Qualifying
080010093252,0.44,0.33,0.34,0.48,0.73,0.67,0.35,0.35,0.63,0.71,0,0,0.94,0,0.74,0.87,0.17,0.57,0.038,FALSE,Not Qualifying
080010093253,0.77,0,0.65,0.53,0.14,0.4,0.68,0.35,0.75,0.84,0,0.84,0,0,0.11,0.2,0.84,0.32,0.026,FALSE,Not Qualifying
080010093261,0.47,0.68,0.7,0.97,0.22,0.85,0.31,0.66,0.88,0.77,0,0.8,0.51,0,0.53,0.16,0.44,0.65,0.154,TRUE,Qualifying
080010093262,0.34,0.45,0.32,0.62,0.4,0.73,0.67,0.26,0.73,0.66,0.68,0,0.53,0,0.27,0.64,0.27,0.36,0.009,FALSE,Not Qualifying
080010093271,0.13,0.21,0.75,0.35,0.2,0.49,0,0.84,0,0,0,0,0,0,0.85,0.05,0.11,0.09,0.001,FALSE,Not Qualifying
080010093273,0.43,0.26,0.85,0.4,0.75,0.22,0.57,0.86,0.64,0.93,0,0.86,0.88,0,0.66,0.4,0.65,0.78,0.48,TRUE,Qualifying
080010093274,0.34,0,0.53,0.16,0.95,0.55,0.73,0.92,0.65,0.63,0,0,0,0,0.68,0.61,0.24,0.57,0.116,FALSE,Not Qualifying
080010094011,0.34,0.37,0.85,0.31,0.87,0.84,0.76,0.83,0,0,0,0,0.8,0,0.14,0.03,0.6,0.35,0.039,TRUE,Qualifying
080010094012,0.81,0.5,0.87,0.71,0.07,0.48,0.29,0.78,0.8,0.7,0,0,0.81,0,0.48,0.03,0.6,0.74,0.286,TRUE,Qualifying
080010094013,0.5,0.61,0.86,0.44,0.65,0.55,0.84,0.87,0.82,0.57,0,0.77,0,0,0.37,0.05,0.37,0.57,0.09,TRUE,Qualifying
080010094071,0.49,0.44,0.93,0.23,0.76,0.36,0.85,0.86,0.85,0.77,0,0.86,0.72,0,0.05,0.01,0.8,0.62,0.13,TRUE,Qualifying
080010094072,0.69,0.75,0.97,0.15,0.68,0.57,0.69,0.79,0.97,0,0.66,0,0.45,0,0.19,0.01,0.72,0.81,0.324,TRUE,Qualifying
080010094081,0.19,0.23,0.58,0.48,0.4,0.39,0.47,0.57,0.78,0.71,0,0.78,0.76,0,0.42,0.57,0.18,0.29,0,FALSE,Not Qualifying
080010094082,0,0.58,0,0.52,0.48,0.43,0.29,0.25,0,0,0,0,0.5,0,0.49,0.88,0.25,0.07,0,FALSE,Not Qualifying
080010094092,0.29,0.92,0.58,0.77,0.34,0.06,0,0.19,0.71,0,0,0,0,0,0.52,0.38,0.27,0.21,0,FALSE,Not Qualifying
080010094093,0.31,0.22,0.36,0.91,0.1,0.83,0.3,0.6,0.9,0.9,0,0.9,0.94,0,0.47,0.81,0.31,0.56,0.016,FALSE,Not Qualifying
080010094102,0.16,0.74,0.51,0.69,0.72,0.42,0.28,0.4,0,0.79,0,0,0.78,0,0.65,0.54,0.11,0.25,0,FALSE,Not Qualifying
080010095532,0.25,0.43,0.96,0.74,0.42,0.35,0.64,0.92,0.93,0.69,0,0.67,0.72,0,0.6,0.03,0.54,0.68,0.313,TRUE,Qualifying
080010096071,0.71,0.83,0.72,0.69,0.83,0.44,0.5,0.84,0.78,0,0,0.98,0.74,0,0.26,0.08,0.42,0.7,0.273,TRUE,Qualifying
080010096072,0.36,0.34,0.55,0.76,0.59,0.61,0,0.9,0.87,0.81,0,0.68,0.79,0,0.03,0.24,0.68,0.48,0.031,TRUE,Qualifying
080010096081,0.46,0.92,0.82,0.79,0.18,0.83,0.47,0.7,0.69,0.74,0,0,0.62,0,0.23,0.13,0.62,0.65,0.207,FALSE,Not Qualifying
080010097511,0.94,0.86,0.87,0.26,0.51,0.59,0.71,0.9,0.96,0.83,0.98,0,0.53,0,0.29,0.05,0.8,0.94,0.974,TRUE,Qualifying
080010097512,0.81,0,0.69,0.23,0.07,0.52,0.39,0.94,0.86,0,0.99,0,0.59,0.86,0.54,0.64,0.72,0.92,0.685,TRUE,Qualifying
080010150001,0.75,0.94,0.95,0.22,0.43,0.88,0.85,0.87,0.98,0,1,0.94,0.63,0,0.08,0.02,0.82,0.91,0.916,TRUE,Qualifying
080010150002,0.37,0.63,0.99,0.84,0.04,0.94,0.37,0.89,0.99,0.62,0.99,0,0.47,0,0.67,0.08,0.9,0.93,0.836,TRUE,Qualifying
080010150003,1,0,1,0.65,0.98,0.95,0,0.97,1,0,0.93,0.99,0.98,0,0.91,0.91,1,1,0.972,TRUE,Qualifying
080010600011,0.34,0.27,0.38,0.05,0.33,0.08,0.95,0.66,0.71,1,0,0.84,0.73,0,0.56,0.94,0.6,0.71,0.104,FALSE,Not Qualifying
080010600012,0.59,0.38,0.58,0.62,0.66,0.69,0.24,0.48,0,0,0,0.68,0,0,0.51,0.23,0.15,0.16,0.006,FALSE,Not Qualifying
080010600021,0.35,0.46,0.33,0.08,0.74,0.17,0.59,0.56,0,0,0,0,0.67,0,0.7,0.67,0.24,0.38,0.024,FALSE,Not Qualifying
080010600022,0.43,0.6,0,0.93,0.6,0.18,0,0.46,0,0,0,0,0,0,0.77,0.79,0.22,0.34,0.036,FALSE,Not Qualifying
080010600023,0.25,0.3,0.23,0.07,0.95,0.03,0.64,0.69,0,0,0,0,0,0,0.84,0.79,0.03,0.29,0,FALSE,Not Qualifying
080010601001,0.13,0.24,0.46,0.2,0.84,0.23,0.44,0.62,0,0,0,0,0,0,0.64,0.53,0.2,0.13,0,FALSE,Not Qualifying
080010601002,0.58,0,0.86,0.24,0.86,0.76,0.82,0.92,0.91,0,0.98,0.89,0.78,0,0.36,0.04,0.61,0.78,0.479,TRUE,Qualifying
080010601003,0.39,0.51,0.39,0.43,0.8,0.16,0.36,0.72,0.92,0,0,0,0.52,0,0.75,0.36,0.35,0.61,0.107,TRUE,Qualifying
080010602001,0.32,0.51,0.26,0.12,0.11,0.66,0.79,0.76,0.64,0.96,0,0,0,0,0.76,0.62,0.75,0.73,0.269,TRUE,Qualifying
080010602002,0.71,0.41,0,0.33,0.21,0.37,0.6,0.29,0.65,0.91,0,0,0.59,0,0.61,0.74,0.21,0.41,0.041,FALSE,Not Qualifying
080010612001,0.35,0.41,0.58,0.43,0.43,0.34,0.25,0.63,0.55,0.56,0,0,0,0,0.77,0.29,0.07,0.27,0,FALSE,Not Qualifying
080010612002,0.22,0.2,0.48,0.07,0.95,0.06,0,0.38,0.78,0,0,0,0,0,0.77,0.58,0.14,0.18,0,FALSE,Not Qualifying
080039600001,0.52,0.28,0.85,0.34,0.71,0.54,0.68,0.59,0.92,0.55,0.97,0.88,0.88,0,0.07,0.1,0.83,0.7,0.209,TRUE,Qualifying
080039600002,0.49,0.23,0.86,0.94,0.26,0.99,0,0.63,0.59,0,0.96,0.72,0.61,0,0.01,0.08,0.76,0.56,0.09,FALSE,Not Qualifying
080039601001,0.54,0.37,0.29,0.63,0.95,0.8,0.83,0.66,0.72,0.6,0.93,0.86,0.71,0,0.34,0.65,0.57,0.81,0.318,FALSE,Qualifying
080039601002,0.54,0.82,0.94,0.68,0.49,0.91,0.23,0.53,0.76,0,0.78,0.71,0.86,0,0.33,0.03,0.85,0.8,0.492,TRUE,Qualifying
080039601003,0.53,0.34,0.76,0.92,0.57,0.83,0.25,0.55,0.86,0.69,0.9,0,0,0,0.17,0.11,0.73,0.62,0.203,TRUE,Qualifying
080039602011,0.34,0,0.44,0.53,0.56,0.48,0,0.92,0.75,0,0,0,0,0,0.64,0.88,0.92,0.81,0,TRUE,Qualifying
080039602012,0.99,0,0.97,0.11,0.83,0.99,0.82,0.98,0,0,0.98,0,0,0,0.88,0.75,0.95,0.99,0.995,TRUE,Qualifying
080039602013,0.54,0.88,0.57,0.25,0.14,0.7,0,0.85,0.94,0.75,0,0,0.91,0.8,0.3,0.11,0.91,0.76,0.535,TRUE,Qualifying
080039602021,0.54,0.76,0.86,0.51,0.75,0.95,0,0.82,0.91,0.7,0,0.83,0.54,0.91,0.56,0.04,0.8,0.82,0.543,TRUE,Qualifying
080039602022,0.91,0.98,0,0.16,0.21,0.61,0.6,0.72,0,0,0,0.91,0.96,0.99,0.48,0.84,0.96,0.9,0.839,FALSE,Qualifying
080039602023,0.98,0.34,0.59,0.29,0.85,0.85,0.99,0.95,0.75,0.86,0,0.99,0.86,0,0.45,0.6,0.96,0.97,0.981,TRUE,Qualifying
080039603001,0.87,0.36,0.66,0.31,0.69,0.23,0.87,0.96,0.8,0.86,0.8,0,0.87,0,0.22,0.59,0.87,0.95,0.956,TRUE,Qualifying
080039603002,0.96,0.83,0.98,0.15,0.62,0.81,0,0.99,0.93,0,0.97,0.95,0.75,0.99,0.72,0.01,0.99,0.99,0.989,TRUE,Qualifying
080039603003,0.86,0.91,0.97,0.68,0.92,0.93,0.9,0.99,0.94,0,0.78,0,0.89,0.93,0.69,0.14,0.89,0.99,0.999,TRUE,Qualifying
080039603004,0.85,0.44,0.81,0.3,0.73,0.93,0.92,0.87,0.85,0,0.78,0.74,0.97,0.84,0.2,0.26,0.97,0.94,0.928,TRUE,Qualifying
080050055513,0.71,0.94,0.83,0.2,0.91,0.67,0.95,0.94,0.88,0.78,0,0.86,0.6,0.91,0.27,0.17,0.76,0.89,0.876,TRUE,Qualifying
080050055521,0.71,0,0.35,0.99,0.04,0.99,0,0.52,0,0,0.97,0,0.87,0,0.59,0.94,0.96,0.88,0,TRUE,Qualifying
080050055523,0.67,0.91,0.84,0.64,0.77,0.8,0.67,0.78,0.6,0,0,0,0,0,0.36,0.27,0.97,0.88,0.836,TRUE,Qualifying
080050055533,0.91,0.81,0.97,0.34,0.61,0.38,0.92,0.84,0.91,0.74,0,0.96,0.56,0,0.22,0.01,0.65,0.81,0.598,TRUE,Qualifying
080050056111,0.62,0.3,0.25,0.85,0.3,0.6,0,0.06,0.7,0.6,0,0.69,0,0.9,0.76,0.94,0.09,0.38,0.015,FALSE,Not Qualifying
080050056112,0.6,0.26,0.23,0.76,0.14,0.3,0.29,0.18,0.75,0.81,0,0,0.62,0,0.05,0.48,0.74,0.2,0.006,FALSE,Not Qualifying
080050056121,0.15,0,0.49,0.87,0.55,0.37,0,0.02,0,0,0,0,0,0,0.94,0.95,0.01,0.08,0,FALSE,Not Qualifying
080050056141,0.38,0,0.6,0.81,0.74,0.71,0.81,0.15,0,0,0,0,0.64,0,0.17,0.36,0.42,0.05,0.001,FALSE,Not Qualifying
080050056142,0.23,0.94,0,0.85,0.4,0.59,0.3,0.06,0,0,0,0,0,0,0.71,0.94,0.43,0.34,0.146,FALSE,Not Qualifying
080050056143,0.5,0.3,0,0.63,0.52,0.66,0.72,0.5,0,0,0,0,0.8,0,0.5,0.74,0.43,0.42,0.104,FALSE,Not Qualifying
080050056191,0.12,0.75,0.53,0.65,0.94,0.17,0.3,0.32,0,0.67,0,0.67,0.57,0,0.83,0.82,0.13,0.41,0,FALSE,Not Qualifying
080050056192,0.43,0.29,0.23,0.88,0.22,0.47,0.27,0.22,0,0,0,0,0,0,0.27,0.86,0.33,0.1,0.007,FALSE,Not Qualifying
080050056193,0.16,0.22,0.73,0.2,0.46,0.03,0.57,0.5,0.7,0,0,0.72,0.56,0,0.78,0.47,0.32,0.38,0.04,FALSE,Not Qualifying
080050056194,0.51,0.49,0.57,0.62,0.52,0.31,0.81,0.53,0.67,0.77,0,0,0,0.91,0.47,0.28,0.77,0.6,0.189,FALSE,Not Qualifying
080050056211,0.18,0.77,0.43,0.88,0.3,0.47,0.67,0.17,0,0,0,0.75,0.73,0,0.53,0.59,0.34,0.24,0.007,FALSE,Not Qualifying
080050056212,0.32,0.52,0.18,0.88,0.44,0.55,0,0.31,0,0.76,0,0,0.92,0.82,0.58,0.8,0.1,0.21,0.001,FALSE,Not Qualifying
080050056221,0.14,0.25,0.19,0.94,0.44,0.27,0.22,0.05,0,0,0,0,0,0,0.91,0.87,0.01,0.06,0,FALSE,Not Qualifying
080050056222,0.27,0.38,0.37,0.23,0.35,0.25,0.83,0.25,0,0.89,0,0,0,0,0.44,0.75,0.42,0.14,0.004,FALSE,Not Qualifying
080050056231,0.44,0.22,0,0.87,0.53,0.2,0,0.04,0.72,0,0.69,0,0.92,0.82,0.54,0.8,0.26,0.3,0.002,FALSE,Not Qualifying
080050056233,0.38,0.91,0.36,0.48,0.06,0.29,0.87,0.28,0,0.88,0.81,0.67,0.59,0,0.15,0.76,0.45,0.44,0.039,FALSE,Not Qualifying
080050056261,0.36,0.82,0.2,0.46,0.49,0.16,0.78,0.32,0,0.84,0,0.85,0.52,0,0.27,0.84,0.33,0.27,0.003,FALSE,Not Qualifying
080050056271,0.7,0.44,0.3,0.74,0.54,0.48,0.69,0.37,0,0,0,0,0.69,0.81,0.06,0.52,0.39,0.23,0,FALSE,Not Qualifying
080050056272,0.18,0.54,0.69,0.7,0.41,0.14,0.27,0.05,0,0,0,0,0.6,0.85,0.79,0.64,0.12,0.15,0,FALSE,Not Qualifying
080050056281,0,0.58,0,0.42,0.5,0.08,0,0.22,0,0,0,0,0,0,0.42,0.79,0.14,0.01,0,FALSE,Not Qualifying
080050056283,0.12,0.83,0.23,0.54,0.6,0.54,0.52,0.48,0,0.84,0,0,0.84,0.93,0.56,0.9,0.3,0.46,0.004,FALSE,Not Qualifying
080050056284,0.15,0.98,0.9,0.38,0.4,0.39,0.96,0.05,0,0,0,0,0,0,0.85,0.41,0.18,0.26,0.062,FALSE,Not Qualifying
080050056291,0.47,0.26,0.29,0.56,0.76,0.17,0.47,0.32,0,0.55,0,0.65,0.49,0,0.8,0.86,0.04,0.32,0.002,FALSE,Not Qualifying
080050056292,0.56,0.73,0.36,0.76,0.89,0.44,0.39,0.48,0.71,0,0,0.64,0,0,0.65,0.9,0.06,0.66,0.151,FALSE,Not Qualifying
080050056302,0,0,0.42,0.87,0.11,0.69,0,0.1,0,0,0,0,0,0,0.7,0.73,0.16,0.01,0,FALSE,Not Qualifying
080050056312,0.31,0.74,0.52,0.48,0.37,0.81,0.78,0.28,0,0.64,0,0,0,0.87,0.45,0.27,0.27,0.11,0.004,FALSE,Not Qualifying
080050056313,0.23,0.71,0.21,0.84,0.5,0.61,0.6,0.14,0,0,0,0,0,0,0.6,0.85,0.21,0.22,0,FALSE,Not Qualifying
080050056321,0.18,0.88,0.32,0.7,0.38,0.44,0.38,0.35,0,0,0,0,0,0,0.59,0.89,0.11,0.27,0.012,FALSE,Not Qualifying
080050056322,0.29,0.36,0.3,0.49,0.67,0.63,0.51,0.42,0.65,0.62,0,0,0.51,0,0.63,0.87,0.14,0.45,0,FALSE,Not Qualifying
080050056331,0.18,0.52,0.26,0.5,0.67,0.12,0.38,0.18,0,0,0,0,0.5,0,0.7,0.69,0.07,0.08,0,FALSE,Not Qualifying
080050056341,0.28,0.6,0.21,0.94,0.31,0.38,0.49,0.27,0,0,0,0,0.48,0,0.15,0.87,0.42,0.17,0,FALSE,Not Qualifying
080050056342,0.68,0.95,0.34,0.99,0.03,0.72,0.31,0.28,0.61,0.84,0.97,0,0.76,0.96,0.02,0.43,0.81,0.71,0.276,FALSE,Not Qualifying
080050056354,0.16,0,0.45,0.99,0.11,0.97,0.56,0.31,0.6,0.89,0,0,0.96,0.97,0.14,0.2,0.49,0.04,0.002,FALSE,Not Qualifying
080050056361,0.24,0.48,0.2,0.79,0.65,0.33,0.36,0.21,0,0,0,0,0.57,0,0.89,0.89,0.01,0.25,0,FALSE,Not Qualifying
080050056362,0.19,0.55,0.4,0.82,0.47,0.58,0,0.17,0.57,0,0,0,0,0,0.99,0.95,0,0.4,0,FALSE,Not Qualifying
080050059512,0.44,0.45,0.54,0.96,0.07,0.95,0.41,0.62,0,0.94,0,0,0.99,0.89,0.24,0.22,0.98,0.54,0.317,TRUE,Qualifying
080050059513,0.69,0,0.49,0.72,0.49,0.87,0,0.64,0,0.97,0,0,0.99,0,0.58,0.74,0.98,0.8,0.816,TRUE,Qualifying
080050059514,0.86,0,0.45,0.98,0,0.95,0,0.16,0.57,0.97,0,0,0.99,0.98,0.44,0.71,0.92,0.7,0.633,TRUE,Qualifying
080050059522,0.74,0.25,0.66,0.27,0.17,0.13,0.9,0.73,0.64,0.98,0,0.79,0.66,0,0.31,0.14,0.66,0.55,0.034,TRUE,Qualifying
080050061001,0.96,0.79,0.61,0.14,0.36,0.26,0.97,0.59,0.6,0.97,0,0.94,0.91,0.93,0.05,0.28,0.85,0.75,0.29,TRUE,Qualifying
080050061002,0.44,0.34,0.59,0.4,0.53,0.39,0.74,0.15,0,0,0.7,0,0.66,0,0.38,0.92,0.7,0.62,0.219,TRUE,Qualifying
080050065011,0.96,0,0.56,0.74,0.11,0.92,0.37,0.49,0.62,1,0,0.68,1,0.94,0.24,0.34,0.99,0.72,0.531,FALSE,Not Qualifying
080050067041,0.52,0.6,0,0.63,0.65,0.55,0.36,0.1,0,0,0,0,0,0,0.99,0.96,0.01,0.35,0.085,FALSE,Not Qualifying
080050067042,0,0.31,0,0.67,0.78,0.07,0,0.09,0,0,0,0,0,0,0.98,0.97,0.01,0.05,0,FALSE,Not Qualifying
080050067043,0.28,0.47,0,0.9,0.3,0.06,0.44,0.15,0,0,0,0,0,0,0.99,0.91,0,0.15,0,FALSE,Not Qualifying
080050067044,0.5,0,0,0.38,0.86,0.12,0,0.22,0,0,0,0,0,0,0.99,0.96,0,0.15,0,FALSE,Not Qualifying
080050067051,0.46,0.54,0.24,0.83,0.79,0.43,0.33,0.19,0,0,0,0,0.47,0,0.95,0.87,0,0.41,0,FALSE,Not Qualifying
080050067061,0.47,0.57,0,0.69,0.76,0.37,0.55,0.36,0.58,0,0,0,0,0,0.49,0.96,0.21,0.43,0.024,FALSE,Not Qualifying
080050067062,0.12,0.49,0,0.28,0.88,0.19,0.72,0.7,0.72,0.91,0,0.77,0.59,0,0.62,0.77,0.29,0.47,0,FALSE,Not Qualifying
080050067063,0,0.79,0,0.73,0.3,0.13,0.38,0.06,0,0,0,0,0,0,0.89,0.94,0.04,0.08,0.006,FALSE,Not Qualifying
080050067081,0.24,0.24,0,0.63,0.56,0.2,0.29,0.12,0.58,0,0,0,0,0,0.71,0.94,0.05,0.1,0,FALSE,Not Qualifying
080050067082,0.34,0.74,0,0.56,0.5,0.26,0.49,0.59,0,0,0,0,0,0,0.47,0.96,0.21,0.35,0.018,FALSE,Not Qualifying
080050067094,0.47,0.65,0.55,0.67,0.72,0.35,0.86,0.22,0,0,0,0,0,0,0.68,0.28,0.18,0.2,0.015,FALSE,Not Qualifying
080050067113,0,0.47,0.23,0.38,0.42,0.75,0.26,0.42,0.68,0,0.82,0,0,0,0.98,0.85,0.04,0.5,0.009,FALSE,Not Qualifying
080050067114,0.38,0.71,0.34,0.51,0.77,0.19,0.67,0.2,0,0,0,0,0,0,0.71,0.95,0.14,0.38,0.018,FALSE,Not Qualifying
080050067121,0.1,0.52,0,0.95,0.3,0.87,0,0.09,0,0,0,0,0,0,0.97,0.96,0.03,0.13,0.018,FALSE,Not Qualifying
080050068081,0.13,0.43,0.21,0.52,0.72,0.06,0.27,0.12,0.56,0,0,0,0.48,0,0.97,0.89,0,0.23,0,FALSE,Not Qualifying
080050068082,0.23,0,0.31,0.6,0.8,0.08,0.91,0.58,0,0,0,0,0,0.89,0.85,0.92,0.18,0.38,0.024,FALSE,Not Qualifying
080050068083,0.12,0.34,0,0.6,0.69,0.11,0.31,0.39,0.82,0,0,0,0,0,0.81,0.93,0.05,0.25,0,FALSE,Not Qualifying
080050068541,0.74,0.36,0.38,0.35,0.31,0.21,0.7,0.81,0.9,0.95,0,0.78,0.97,0,0.3,0.44,0.63,0.72,0.325,TRUE,Qualifying
080050068542,0.15,0.62,0,0.56,0.63,0.21,0.75,0.42,0,0,0,0,0.57,0,0.66,0.77,0.1,0.18,0.001,FALSE,Not Qualifying
080050068611,0.38,0.48,0.29,0.11,0.9,0.06,0.63,0.51,0.76,0.86,0,0,0,0.83,0.5,0.61,0.21,0.32,0.022,FALSE,Not Qualifying
080050068612,0,0.48,0,0.28,0.84,0.27,0.93,0.55,0.71,0.75,0,0,0,0,0.97,0.95,0.02,0.42,0.014,FALSE,Not Qualifying
080050068613,0.18,0.38,0.42,0.38,0.78,0.12,0.57,0.39,0.74,0.58,0,0,0.65,0,0.9,0.74,0.03,0.41,0.001,FALSE,Not Qualifying
080050068621,0,0.38,0.22,0.13,0.94,0.02,0.99,0.77,0.92,0,0,0.8,0,0,0.79,0.94,0.34,0.63,0.039,FALSE,Not Qualifying
080050068622,0.26,0.54,0.33,0.98,0.08,0,0,0.32,0,0,0,0,0,0,0.99,0.76,0.01,0.2,0.027,FALSE,Not Qualifying
080050068631,0.85,0,0.74,0,0.24,0.04,0.78,0.73,0,0.97,0,0.67,0,0,0.77,0.71,0.58,0.74,0.428,TRUE,Qualifying
080050068632,0.83,0.64,0,0.14,0.82,0.18,0.8,0.71,0.71,0.72,0,0.79,0,0,0.65,0.62,0.53,0.77,0.354,FALSE,Qualifying
080050068633,0.27,0.58,0.76,0.17,0.41,0.07,0.88,0.92,0.93,0.99,0.66,0,0,0.95,0.22,0.22,0.73,0.67,0.165,TRUE,Qualifying
080050068641,0.4,0.57,0.38,0.34,0.11,0.05,0.61,0.75,0.75,0.99,0,0.6,0.74,0,0.3,0.78,0.29,0.54,0.008,FALSE,Not Qualifying
080050068642,0.4,0.57,0.9,0.02,0.03,0.05,0.61,0.87,0.81,0.99,0,0.6,0.74,0.99,0.3,0.16,0.29,0.42,0,TRUE,Qualifying
080050071011,0.73,0.91,0.69,0.27,0.96,0.4,0.52,0.49,0,0,0.92,0,0.65,0,0.18,0.33,0.52,0.68,0.237,FALSE,Not Qualifying
080050071012,0.27,0.99,0.72,0.49,0.83,0.67,0.92,0.78,0,0,0.9,0.8,0.57,0,0.58,0.19,0.42,0.74,0.395,FALSE,Not Qualifying
080050071013,0.66,0,0.5,0.32,0.53,0.38,0.44,0.23,0.75,0.63,0.72,0.62,0.68,0,0.23,0.64,0.42,0.42,0.071,FALSE,Not Qualifying
080050071014,0.51,0.47,0.56,0.45,0.37,0.18,0,0.26,0,0,0.69,0.8,0.55,0,0.49,0.25,0.16,0.13,0.002,FALSE,Not Qualifying
080050071031,0.3,0.25,0.78,0.49,0.61,0.57,0,0.29,0.6,0,0.67,0.75,0.46,0,0.59,0.2,0.16,0.21,0,FALSE,Not Qualifying
080050071061,0.18,0.56,0.39,0.05,0.87,0.28,0.32,0.78,0.68,0,0,0,0.65,0,0.78,0.33,0.15,0.41,0,FALSE,Not Qualifying
080050071062,0.3,0.77,0.43,0.24,0.93,0.28,0.56,0.61,0.72,0,0,0,0,0,0.64,0.39,0.17,0.42,0,FALSE,Not Qualifying
080050071081,0.13,0.86,0,0,0.87,0.03,0.29,0.76,0.71,0,0,0,0,0.97,0.75,0.67,0.74,0.66,0.13,TRUE,Qualifying
080050071082,0.4,0.87,0.79,0.06,0.94,0.65,0.69,0.95,0.88,0,0,0.63,0,0,0.64,0.13,0.18,0.68,0.158,TRUE,Qualifying
080050071091,0.16,0.41,0.77,0.22,0.96,0.22,0.4,0.94,0.77,0,0,0.68,0,0.98,0.52,0.21,0.19,0.36,0,TRUE,Qualifying
080050071101,0.55,0.61,0.37,0.22,0.79,0.64,0.83,0.75,0.75,0,0,0,0,0,0.56,0.4,0.15,0.55,0.057,TRUE,Qualifying
080050071102,0.48,0.51,0.94,0.85,0.32,0.72,0,0.72,0.97,0,0.91,0,0,0,0.86,0.16,0.22,0.78,0,TRUE,Qualifying
080050071103,0.29,0,0.6,0.21,0.78,0.27,0.38,0.84,0.84,0,0,0.62,0.51,0,0.64,0.39,0.23,0.42,0,TRUE,Qualifying
