block_group,poverty_percent_below_1_rank,civ_labor_force_unemployed_percent_2_rank,no_hs_degree_percent_4_rank,over_65_percent_5_rank,under_18_percent_6_rank,disabled_adult_percent_7_rank,single_householder_percent_8_rank,percent_minority_9_rank,eng_proficiency_rank,over_10_rank,mobile_units_rank,over_1_person_room_percent_13_rank,no_vehicle_percent_14_rank,group_quarters_percent_15_rank,Gini_income_rank,Gini_education_rank,directional_median_hh_income_3_rank,wfsvi,percent_qualify,COES_DIC,reduced_match_qualify
080410051181,0.19,0.57,0.44,0.54,0.7,0.12,0.49,0.41,0.62,0,0,0,0.48,0,0.33,0.64,0.41,0.31,0.01,FALSE,Not Qualifying
080410051182,0,0,0,0,0,0.48,0,0.17,0,0.99,0,0,0,0,0.93,0.81,0.51,0.04,0.031,FALSE,Not Qualifying
080410051183,0.11,0.23,0.21,0.29,0.79,0.66,0.67,0.37,0,0,0,0,0,0,0.61,0.5,0.35,0.07,0,FALSE,Not Qualifying
080410051191,0.52,0.81,0,0.09,0.79,0.79,0.69,0.59,0,0,0,0,0,0,0.39,0.35,0.36,0.25,0.032,FALSE,Not Qualifying
080410051192,0.1,0,0.46,0.22,0.71,0.5,0.61,0.8,0,0,0,0,0,0,0.79,0.33,0.3,0.17,0,FALSE,Not Qualifying
080410051201,0.25,0,0.93,0.32,0.59,0.59,0.64,0.83,0.96,0,0,0,0.81,0,0.56,0.3,0.46,0.61,0.281,FALSE,Not Qualifying
080410051202,0.34,0,0,0.26,0.95,0.82,0.79,0.83,0,0,0,0,0,0,0.55,0.42,0.58,0.31,0.082,FALSE,Not Qualifying
080410051203,0,0.84,0.68,0.16,0.76,0.93,0,0.71,0,0,0,0,0,0,0.79,0.74,0.37,0.59,0.14,FALSE,Not Qualifying
080410051204,0,0.77,0,0.61,0.52,0.98,0.64,0.44,0,0.9,0,0,0,0,0.71,0.9,0.44,0.41,0.141,FALSE,Not Qualifying
080410051211,0,0.72,0,0.04,0.79,0.52,0.5,0.66,0,0,0,0,0,0,0.62,0.77,0.36,0.27,0,FALSE,Not Qualifying
080410051212,0.17,0.96,0,0.15,0.65,0,0.75,0.55,0.7,0.66,0,0.76,0,0,0.94,0.92,0.53,0.73,0.293,FALSE,Not Qualifying
080410051213,0.31,0.91,0.52,0.7,0.49,0.46,0.4,0.1,0,0,0,0,0,0,0.79,0.28,0.37,0.23,0.041,FALSE,Not Qualifying
080410051221,0.17,0.45,0.34,0.22,0.92,0.12,0.7,0.71,0,0,0.73,0,0,0,0.76,0.6,0.2,0.46,0,FALSE,Not Qualifying
080410051222,0.66,0.68,0.47,0.37,0.96,0.72,0.69,0.44,0,0,0,0.82,0.69,0,0.39,0.4,0.3,0.45,0.121,FALSE,Not Qualifying
080410051223,0.35,0.39,0.26,0.05,0.8,0.81,0.41,0.68,0,0,0,0.78,0,0,0.88,0.7,0.13,0.43,0.046,FALSE,Not Qualifying
080410051224,0,0,0,0.46,0.96,0,0.51,0.96,0,0,0,0,0,0,0.98,0.98,0.74,0.66,0.6,FALSE,Not Qualifying
080410051231,0.19,0.9,0.57,0.62,0.96,0.9,0.93,0.49,0.73,0,0.74,0,0.78,0,0.36,0.49,0.78,0.81,0.361,FALSE,Qualifying
080410051232,0.78,0.75,0.74,0.52,0.57,0.69,0.47,0.3,0,0,0.91,0.8,0.68,0,0.05,0.3,0.48,0.54,0.128,FALSE,Not Qualifying
080410051241,0.68,0.28,0,0.14,0.92,0.56,0.74,0.73,0,0,0,0,0.75,0,0.31,0.55,0.44,0.41,0.069,FALSE,Not Qualifying
080410051242,0.65,0.68,0.69,0.2,0.79,0.41,0.78,0.83,0.9,0,0,0.89,0,0,0.53,0.15,0.26,0.65,0.137,FALSE,Not Qualifying
080410051251,0.16,0,0.34,0.33,0.92,0.33,0.76,0.54,0,0,0,0,0,0,0.58,0.46,0.17,0.05,0,FALSE,Not Qualifying
080410051252,0.52,0.34,0.6,0.88,0.16,0.96,0.38,0.55,0,0,0,0,0,0,0.4,0.41,0.42,0.34,0.045,FALSE,Not Qualifying
080410052011,0.98,0.93,0.91,0.69,0.25,1,0.99,0.86,0.91,0.98,0,0.9,0.97,0.96,0.44,0.07,0.98,0.97,0.995,TRUE,Qualifying
080410052012,0.76,0.64,0.9,0.1,0.89,0.38,0,0.84,0.76,0.76,0,0.99,0.71,0,0.46,0.26,0.45,0.77,0.429,TRUE,Qualifying
080410052013,0.88,0.45,0.87,0.27,0.92,0.84,0.54,0.94,0.73,0.87,0,1,0.72,0,0.73,0.31,0.99,0.97,0.947,TRUE,Qualifying
080410052014,0.82,0.93,0.96,0,0.16,0.96,0.78,0.95,0.92,0.97,0,0.96,0.85,0,0.31,0.09,0.95,0.92,0.983,TRUE,Qualifying
080410052021,0.84,0.61,0.61,0.93,0.02,0.62,0,0.35,0,0.94,0,0.72,0.81,0,0.24,0.27,0.92,0.57,0.464,TRUE,Qualifying
080410052022,0.87,0.62,0.64,0.08,0.94,0.7,0.92,0.93,0.61,0.87,0,0.75,0,0,0.28,0.51,0.78,0.88,0.789,TRUE,Qualifying
080410053001,0.53,0.94,0.68,0.26,0.47,0.4,0.95,0.96,0,0.76,0,0,0.72,0,0.82,0.5,0.8,0.92,0.857,TRUE,Qualifying
080410053002,0.69,0.83,0.83,0.27,0.64,0.91,0.98,0.91,0,0.78,0,0.98,0.75,0,0.53,0.16,0.58,0.8,0.759,TRUE,Qualifying
080410053003,0.65,0.9,0.33,0.45,0.09,0.96,0.7,0.82,0,0.89,0,0,0.66,0,0.35,0.8,0.92,0.87,0.816,TRUE,Qualifying
080410053004,0.8,0.51,0.86,0.21,0.71,0.62,0.94,0.91,0.77,0.84,0,0.91,0.78,0.93,0.39,0.15,0.8,0.86,0.848,TRUE,Qualifying
080410054001,0.54,0.9,0.65,0.51,0.27,0.8,0.92,0.9,0.95,0.91,0,0.85,0.99,0,0.43,0.83,0.88,0.97,0.978,TRUE,Qualifying
080410054002,0.96,0.87,0.89,0.61,0.97,0.94,0.94,0.95,0.62,0,0,0.95,0,0,0.61,0.33,0.68,0.96,0.954,TRUE,Qualifying
080410054003,0.8,0.38,0.92,0.06,0.77,0.92,0.65,0.97,0.93,0.7,0.97,1,0,0.81,0.69,0.1,0.92,0.96,0.982,TRUE,Qualifying
080410054004,0.95,0.53,0.51,0.59,0.89,0.96,0.85,0.8,0,0.81,0,0,0.79,0,0.14,0.72,0.87,0.88,0.83,TRUE,Qualifying
080410055011,0.33,0.57,0,0.44,0.55,0.25,0.45,0.42,0.6,0.76,0,0.67,0.47,0,0.54,0.7,0.39,0.36,0,FALSE,Not Qualifying
080410055012,0.22,0.54,0.53,0.91,0.42,0.76,0.37,0.52,0,0.76,0,0.73,0.93,0,0.06,0.22,0.61,0.15,0,FALSE,Not Qualifying
080410055013,0.83,0.52,0.52,0.24,0.76,0.52,0.93,0.67,0.78,0.95,0,0.73,0.91,0,0.18,0.63,0.88,0.86,0.636,TRUE,Qualifying
080410055021,0.36,0.69,0.62,0.41,0.78,0.41,0.78,0.63,0.93,0,0,0,0,0,0.31,0.37,0.79,0.68,0.229,FALSE,Not Qualifying
080410055022,0.98,0.95,0.49,0.06,0.97,0.05,0.98,0.84,0,0,0,0,0,0,0.87,0.53,0.84,0.95,0.846,TRUE,Qualifying
080410056011,0.49,0.9,0.68,0.54,0.48,0.52,0.36,0.34,0,0.69,0,0.76,0,0,0.45,0.3,0.47,0.35,0.167,FALSE,Not Qualifying
080410056012,0.7,0.7,0.6,0.64,0.67,0.71,0.89,0.62,0,0.72,0,0.62,0.8,0,0.29,0.1,0.59,0.56,0.172,FALSE,Not Qualifying
080410056021,0.55,0.84,0.64,0.45,0.28,0.52,0.48,0.72,0.68,0,0,0.74,0,0.81,0.51,0.34,0.64,0.72,0.362,TRUE,Qualifying
080410057001,0.58,0.95,0.55,0.19,0.18,0.53,0.6,0.75,0,0,0,0,0.64,0,0.56,0.82,0.66,0.84,0.645,FALSE,Qualifying
080410057002,0.26,0.88,0.79,0.82,0.6,0.9,0.52,0.89,0,0,0,0,0,0,0.79,0.06,0.35,0.6,0.257,FALSE,Not Qualifying
080410057003,0.72,0.87,0.46,0.52,0.37,0.67,0,0.6,0,0.91,0,0.74,0.7,0,0.07,0.13,0.88,0.48,0.112,TRUE,Qualifying
080410059001,0.25,0.98,0,0.88,0.35,0.9,0.81,0.39,0,0,0,0,0.83,0,0.65,0.79,0.58,0.64,0.284,FALSE,Not Qualifying
080410059002,0.37,0.83,0.62,0.8,0.52,0.69,0.56,0.69,0,0,0,0,0.71,0,0.53,0.29,0.69,0.67,0,FALSE,Not Qualifying
080410059003,0.91,0,0.66,0.26,0.74,0.5,0.74,0.69,0,0.84,0,0.93,0.69,0,0.2,0.31,0.77,0.58,0.23,FALSE,Not Qualifying
080410059005,0.68,0,0.42,0.32,0.45,0.25,0,0.79,0.72,0.81,0,0.93,0,0,0.47,0.46,0.8,0.61,0.221,TRUE,Qualifying
080410060002,0.7,0,0.6,0.16,0.87,0.63,0,0.73,0,0.92,0,0,0,0,0.57,0.69,0.86,0.72,0.375,TRUE,Qualifying
080410060003,0.49,0,0.5,0.57,0.57,0.8,0.88,0.77,0.79,0,0,0,0.68,0,0.43,0.32,0.56,0.59,0.174,TRUE,Qualifying
080410060004,0.97,0.99,0.77,0.58,0.34,0.89,0.6,0.44,0,0,0.97,0,0.71,0,0.56,0.18,0.9,0.91,0.897,TRUE,Qualifying
080410061001,0.95,0.84,0.88,0.06,0.63,0.77,0.85,0.9,0.9,0.97,0,0.98,0.72,0,0.08,0.21,0.96,0.91,0.942,TRUE,Qualifying
080410061002,0.96,0.79,0.91,0.21,0.64,0.67,0.88,0.86,0.9,0.78,0,0.88,0.72,0,0.11,0.04,0.85,0.86,0.81,TRUE,Qualifying
080410062001,0.85,0,0.78,0.65,0.18,0.98,0.77,0.79,0.71,0.93,0.96,0.9,0.92,0,0.12,0.25,0.84,0.83,0.62,TRUE,Qualifying
080410062002,0.95,0.85,0.92,0.25,0.87,0.72,0.88,0.96,0.95,0,0,0.63,0.58,0,0.03,0.02,0.93,0.89,0.96,TRUE,Qualifying
080410062003,0.68,0.98,0.76,0.21,0.95,0.63,0.96,0.92,0.56,0.61,0.92,0.99,0,0,0.24,0.08,0.78,0.87,0.846,TRUE,Qualifying
080410063011,0.86,0.51,0.62,0.44,0.55,0.78,0.5,0.86,0.78,0,0,0.6,0.91,0,0.43,0.33,0.59,0.83,0.656,TRUE,Qualifying
080410063012,0.98,0.64,0.79,0.44,0.95,0.97,0.95,0.96,0.64,0,0,0.92,0,0,0.23,0.41,0.87,0.93,0.969,TRUE,Qualifying
080410063013,0.65,0.9,0.8,0.27,0.61,0.72,0.79,0.91,0.79,0,0,0.87,0.74,0,0.15,0.19,0.61,0.78,0.424,TRUE,Qualifying
080410063021,0.84,0,0.82,0,0.92,0.13,1,0.69,0,0.92,0,0.8,0.73,0,0.79,0.43,0.96,0.85,0.704,TRUE,Qualifying
080410063022,0.94,0.81,0.99,0.04,0.88,0.63,0.8,0.96,0.98,0.92,0,0.98,0.83,0,0.48,0.83,0.82,0.99,0.994,TRUE,Qualifying
080410063023,0.94,0.92,0.71,0.03,0.78,0.72,0.98,0.96,0.81,0.76,0,0,0.58,0,0.16,0.44,0.89,0.94,0.953,TRUE,Qualifying
080410064001,0.99,0.98,0.83,0.07,0.99,0.88,0.92,0.88,0,0.83,0,0.95,0.66,0,0.3,0.13,0.99,0.91,0.974,TRUE,Qualifying
080410064004,0.99,0.55,0.95,0.37,0.91,0.74,0.61,0.93,0.99,0,0,0,0.74,0,0.38,0.07,0.97,0.94,0.965,TRUE,Qualifying
080410065011,0.7,0.74,0.77,0.23,0.48,0.75,0.81,0.92,0.79,0,0,0.94,0.62,0,0.33,0.2,0.69,0.82,0.775,TRUE,Qualifying
080410065012,0.74,0.9,0.83,0.12,0.98,0.11,0.92,0.96,0.94,0,0.99,0.98,0.52,0,0.41,0.24,0.78,0.96,0.985,TRUE,Qualifying
080410065021,0.81,0.67,0,0.06,0.98,0.96,0.89,0.87,0,0,0.81,0,0,0,0.72,0.8,0.82,0.95,0.849,TRUE,Qualifying
080410065022,0.39,0.79,0.8,0.13,0.35,0.89,0.62,0.9,0.81,0,0,0.81,0,0,0.66,0.51,0.49,0.81,0.505,TRUE,Qualifying
080410065023,0.54,0.92,0.26,0.09,0.76,0.69,0,0.94,0.62,0,0,0.86,0.53,0,0.38,0.45,0.47,0.69,0.212,TRUE,Qualifying
080410065024,0.97,0.56,0.98,0.3,0.85,0.85,0.49,0.95,0.97,0,0.99,0.97,0,0,0.27,0.03,0.95,0.95,0.995,TRUE,Qualifying
080410066001,0.12,0,0.41,0.8,0.75,0.39,0.78,0.6,0,0,0,0,0,0,0.32,0.51,0.47,0.11,0.006,FALSE,Not Qualifying
080410066002,0.71,0.3,0.29,0.74,0.29,0.49,0.29,0.24,0,0,0,0,0.94,0,0.07,0.52,0.82,0.3,0.119,FALSE,Not Qualifying
080410066003,0.72,0.78,0.33,0.59,0.12,0.57,0,0.44,0,0.7,0.8,0,0.9,0,0.08,0.62,0.85,0.68,0.326,FALSE,Not Qualifying
080410067011,0.86,1,0.57,0.88,0.32,0.87,0.69,0.29,0.61,0.86,0.87,0.83,0,0.91,0.43,0.38,0.94,0.89,0.798,FALSE,Qualifying
080410067012,0,0.7,0,0.25,0.37,0.36,0,0.62,0,0,0,0,0.71,0,0.74,0.47,0.76,0.34,0.187,FALSE,Not Qualifying
080410067013,0.49,0,0.51,0.56,0.13,0.68,0,0,0,0.77,0,0,0.89,0,0.31,0.38,0.61,0.05,0.034,FALSE,Not Qualifying
080410067021,0.7,0.73,0,0.27,0.51,0.55,0.87,0.26,0,0.58,0,0,0.73,0,0.44,0.86,0.69,0.62,0.313,FALSE,Not Qualifying
080410067022,0.59,0.8,0.31,0.67,0.64,0.6,0.58,0.1,0.63,0,0,0,0.88,0.9,0.46,0.19,0.25,0.25,0.03,FALSE,Not Qualifying
080410068011,0.45,0.48,0.42,0.26,0.53,0.22,0.94,0.38,0,0.8,0,0.68,0.74,0,0.29,0.73,0.64,0.44,0.014,FALSE,Not Qualifying
080410068012,0.82,0.31,0.61,0.51,0.29,0.49,0.89,0.73,0.59,0.71,0,0.83,0.67,0,0.15,0.78,0.53,0.76,0.304,FALSE,Qualifying
080410068022,0.22,0.84,0.47,0.64,0.13,0.46,0.27,0.36,0.63,0,0,0.71,0.78,0,0.51,0.51,0.48,0.45,0.013,FALSE,Not Qualifying
080410069011,0.23,0.45,0.43,0.3,0.82,0.61,0.36,0.52,0.72,0,0,0,0,0,0.34,0.48,0.24,0.19,0,FALSE,Not Qualifying
080410069012,0.27,0.68,0.28,0.1,0.81,0.12,0.29,0.44,0.67,0,0,0,0,0,0.58,0.61,0.23,0.29,0,FALSE,Not Qualifying
080410069021,0.7,0.78,0.23,0.27,0.84,0.49,0.78,0.34,0,0,0,0.83,0.62,0,0.2,0.57,0.41,0.38,0.03,FALSE,Not Qualifying
080410069022,0.13,0.39,0,0.05,0.88,0.28,0.44,0.58,0,0,0,0.77,0,0,0.8,0.93,0.43,0.38,0.017,FALSE,Not Qualifying
080410069023,0.71,0.3,0,0.22,0.81,0.23,0.84,0.79,0.6,0.79,0,0.98,0,0,0.44,0.52,0.43,0.52,0.093,FALSE,Not Qualifying
080410070001,0.14,0.86,0.23,0.34,0.58,0.42,0.54,0.2,0.82,0,0,0,0,0,0.89,0.75,0.1,0.39,0.001,FALSE,Not Qualifying
080410070002,0,0,0,0.07,0,0.5,0,0.45,0,0.99,0,0,0,0,0.88,0.98,0.92,0.34,0.409,FALSE,Not Qualifying
080410070003,0.19,0.76,0.33,0.28,0.83,0.53,0.25,0.4,0,0,0,0.63,0,0,0.84,0.6,0.08,0.23,0,FALSE,Not Qualifying
080410071031,0.68,0.54,0.39,0.75,0.91,0.58,0,0.47,0,0,0,0,0,0,0.55,0.74,0.17,0.47,0.082,FALSE,Not Qualifying
080410071032,0.32,0.87,0.24,0.06,0.5,0.31,0.7,0.37,0,0.7,0,0,0.54,0,0.53,0.76,0.33,0.36,0.017,FALSE,Not Qualifying
080410071033,0,0.31,0,0.05,0.98,0.43,0.47,0.15,0,0,0,0,0,0,0.93,0.82,0.12,0.05,0,FALSE,Not Qualifying
080410071041,0.11,0.49,0,0.76,0.7,0.14,0.32,0.64,0.78,0.85,0,0.76,0,0,0.54,0.76,0.24,0.31,0,FALSE,Not Qualifying
080410071042,0,0,0.38,0.57,0.29,0.27,0.3,0.44,0,0,0,0,0.47,0,0.95,0.72,0.01,0.08,0,FALSE,Not Qualifying
080410071051,0.35,0.63,0.28,0.1,0.74,0.48,0.63,0.73,0.92,0.88,0,0.78,0,0,0.49,0.75,0.19,0.56,0.033,FALSE,Not Qualifying
080410071052,0.4,0.69,0.36,0.05,0.91,0.3,0.67,0.7,0,0,0,0.67,0,0,0.84,0.73,0.16,0.57,0.103,FALSE,Not Qualifying
080410071053,0.18,0.56,0.42,0.38,0.71,0.73,0.56,0.7,0.69,0.83,0,0.78,0,0,0.22,0.47,0.51,0.37,0.009,FALSE,Not Qualifying
080410071061,0,0.53,0,0.22,0.98,0.4,0.79,0.51,0.64,0.78,0,0,0.45,0,0.65,0.74,0.17,0.28,0,FALSE,Not Qualifying
080410071062,0.27,0.7,0,0.14,0.99,0.07,0.67,0.47,0.59,0,0,0,0,0,0.96,0.58,0.05,0.34,0.003,FALSE,Not Qualifying
080410072031,0.54,0.3,0.22,0.62,0.77,0.65,0.45,0.38,0,0,0,0,0,0,0.74,0.8,0.27,0.43,0.031,FALSE,Not Qualifying
080410072032,0.34,0.56,0.24,0.74,0.72,0.92,0,0.59,0,0,0,0,0,0,0.85,0.8,0.06,0.46,0.021,FALSE,Not Qualifying
080410072041,0.21,0.27,0.58,0.48,0.34,0.19,0.24,0.33,0,0,0,0,0.7,0,0.87,0.65,0.09,0.2,0.001,FALSE,Not Qualifying
080410072042,0.46,0.57,0.45,0.65,0.65,0.24,0.28,0.23,0.6,0.83,0,0.86,0.6,0,0.38,0.48,0.26,0.24,0,FALSE,Not Qualifying
080410072051,0.19,0.75,0.34,0.3,0.24,0.59,0.51,0.55,0,0.96,0,0,0,0,0.52,0.33,0.29,0.12,0,FALSE,Not Qualifying
080410072052,0.45,0,0.63,0.17,0.77,0.69,0.67,0.68,0.72,0.82,0,0,0.59,0,0.24,0.56,0.28,0.39,0.002,FALSE,Not Qualifying
080410072061,0.1,0.62,0,0.43,0.93,0.22,0.52,0.6,0,0,0,0,0,0,0.94,0.83,0.04,0.32,0,FALSE,Not Qualifying
080410072062,0.49,0.63,0,0.82,0.37,0.57,0.22,0.45,0.76,0.83,0,0,0.95,0.85,0.42,0.67,0.18,0.4,0,FALSE,Not Qualifying
080410073011,0,0.85,0.43,0.18,0.73,0.03,0,0.53,0,0,0,0,0,0,0.88,0.18,0.09,0.06,0,FALSE,Not Qualifying
080410073012,0.46,0.93,0,0.61,0.59,0,0,0.22,0,0,0,0,0,0,0.81,0.95,0.25,0.4,0.085,FALSE,Not Qualifying
080410073013,0.28,0.61,0.49,0.3,0.69,0.22,0.43,0.11,0,0.79,0,0,0,0,0.8,0.75,0.06,0.17,0,FALSE,Not Qualifying
080410073021,0.29,0.77,0.26,0.6,0.76,0.34,0.55,0.44,0,0,0,0.65,0.69,0,0.52,0.41,0.3,0.25,0.004,FALSE,Not Qualifying
080410073022,0.16,0.2,0.19,0.91,0.29,0.2,0.3,0.24,0.62,0,0,0,0,0.89,0.99,0.58,0.04,0.12,0,FALSE,Not Qualifying
080410073023,0,0.83,0,0.62,0.7,0.21,0,0.22,0,0,0.76,0,0.55,0,0.86,0.83,0.09,0.28,0.022,FALSE,Not Qualifying
080410074011,0.41,0.72,0,0.66,0.37,0.49,0,0.09,0.71,0,0,0,0.59,0,0.74,0.68,0.11,0.24,0,FALSE,Not Qualifying
080410074012,0.26,0,0,0.36,0.59,0.24,0,0.38,0,0,0,0,0,0,0.86,0.85,0.03,0.06,0,FALSE,Not Qualifying
080410074013,0,0.51,0.38,0.5,0.54,0.41,0,0.11,0,0,0,0,0,0,0.94,0.59,0.02,0.03,0,FALSE,Not Qualifying
080410074021,0.15,0.96,0.35,0.39,0.7,0.29,0.27,0.38,0.57,0,0,0,0,0,0.97,0.57,0.01,0.38,0.002,FALSE,Not Qualifying
080410075011,0.24,0.39,0.8,0.73,0.59,0.3,0.57,0.32,0,0.68,0.75,0,0,0,0.41,0.24,0.53,0.26,0.014,FALSE,Not Qualifying
080410075021,0.43,0.8,0.28,0.9,0.42,0.77,0.53,0.03,0,0,0,0,0.87,0,0.45,0.52,0.46,0.28,0.065,FALSE,Not Qualifying
080410075022,0,0,0,0.78,0.58,0.4,0,0.21,0,0,0,0,0,0,0.82,0.95,0.29,0.06,0.03,FALSE,Not Qualifying
080410075023,0,0,0,0.26,0.93,0.46,0,0.03,0,0,0,0,0,0,0.99,0.97,0,0.02,0,FALSE,Not Qualifying
080410075024,0.09,0.61,0.34,0.54,0.43,0.22,0.25,0.19,0,0,0,0,0,0,0.75,0.62,0.07,0.05,0,FALSE,Not Qualifying
080410075025,0.26,0.22,0.45,0.23,0.91,0.16,0.59,0.27,0,0,0,0.71,0,0,0.96,0.45,0.04,0.09,0,FALSE,Not Qualifying
080410075026,0.5,0.57,0.32,0.04,0.88,0,0.31,0.61,0,0.62,0,0.75,0,0,0.92,0.8,0.04,0.48,0.027,FALSE,Not Qualifying
080410076021,0.3,0.52,0.59,0.82,0.61,0.52,0,0.23,0,0,0,0,0.62,0,0.69,0.44,0.1,0.14,0.003,FALSE,Not Qualifying
080410076022,0.13,0.91,0.37,0.47,0.51,0.77,0.6,0.29,0,0.7,0,0,0,0,0.61,0.67,0.19,0.23,0.037,FALSE,Not Qualifying
080410076023,0.13,0.57,0.36,0.26,0.64,0.37,0.33,0.27,0,0,0.75,0,0.62,0,0.37,0.38,0.24,0.07,0,FALSE,Not Qualifying
080410076031,0,0.69,0.2,0.61,0.3,0.7,0.32,0.49,0,0.73,0,0,0.49,0,0.78,0.52,0.13,0.14,0,FALSE,Not Qualifying
080410076032,0.29,0.35,0.69,0.66,0.87,0.93,0,0.28,0,0,0,0,0,0,0.59,0.57,0.36,0.26,0.044,FALSE,Not Qualifying
080410076033,0.41,0.74,0.63,0.07,0.9,0.18,0.51,0.63,0,0.73,0.77,0,0,0.81,0.71,0.68,0.31,0.71,0.103,FALSE,Not Qualifying
080410076041,0.11,0.77,0.3,0.34,0.74,0.33,0.4,0.63,0,0.61,0.67,0,0.52,0,0.58,0.42,0.25,0.34,0,FALSE,Not Qualifying
080410077001,0.55,0.63,0.74,0.62,0.15,0.28,0.42,0.57,0,0.84,0.78,0,0.83,0,0.03,0.22,0.71,0.49,0.143,FALSE,Not Qualifying
080410077002,0.43,0,0.83,0.78,0.36,0.32,0.82,0.71,0,0.76,0,0.85,0.77,0.86,0.36,0.37,0.8,0.54,0.312,FALSE,Not Qualifying
080410077003,0.35,0,0.45,0.16,0.11,0.61,0.85,0.76,0.98,0.9,0,0,0,0,0.32,0.69,0.4,0.42,0.087,FALSE,Not Qualifying
080410077004,0.59,0,0.3,0.79,0.44,0.7,0.48,0.2,0,0.7,0,0,0.78,0,0.23,0.11,0.22,0.01,0.003,FALSE,Not Qualifying
080410078011,0.64,0.95,0.68,0.76,0.3,0.8,0.37,0.65,0.56,0.81,0,0,0.91,0,0.1,0.18,0.57,0.62,0.111,FALSE,Not Qualifying
080410078021,0.24,0.98,0.43,0.17,0.04,0.61,0,0.65,0,0,0,0,0,0.99,0.68,0.74,0.47,0.54,0.012,FALSE,Not Qualifying
080410078022,0.33,0.43,0.31,0.75,0.19,0.36,0.31,0.47,0.76,0.74,0,0.8,0.76,0,0.25,0.28,0.53,0.22,0,FALSE,Not Qualifying
080410079001,0.27,0.67,0.38,0.79,0.36,0.61,0.33,0.44,0.57,0,0,0.77,0,0,0.5,0.24,0.13,0.12,0.001,FALSE,Not Qualifying
080410079002,0.61,0.24,0,0.99,0.04,0.85,0.43,0.11,0.63,0.61,0,0.63,0.7,0,0.15,0.58,0.49,0.15,0.001,FALSE,Not Qualifying
080410080001,0.77,0,0.6,0.42,0.37,0.91,0.89,0.66,0.65,0.85,0,0,0.77,0,0.04,0.16,0.93,0.58,0.107,TRUE,Qualifying
080410080002,0.53,0.76,0.59,0.28,0.56,0.76,0.89,0.56,0.73,0.9,0,0.66,0.66,0,0.2,0.18,0.73,0.61,0.069,TRUE,Qualifying
080410080003,0.59,0.85,0.74,0.17,0.09,0.78,0.5,0.33,0.59,0.71,0,0,0.8,0,0.25,0.21,0.78,0.56,0.201,TRUE,Qualifying
080439781001,0.33,0.46,0.2,0.68,0.76,0.65,0,0.06,0,0,0.86,0.73,0.75,0,0.35,0.39,0.38,0.11,0.01,FALSE,Not Qualifying
080439781002,0.42,0.95,0.63,0.52,0.9,0.9,0.6,0.19,0,0,0.96,0.84,0.5,0.83,0.03,0.3,0.82,0.54,0.19,FALSE,Not Qualifying
080439781003,0.69,0,0.66,0.85,0.39,0.14,0.43,0.44,0,0,0.94,0,0.63,0,0.33,0.23,0.52,0.4,0.207,FALSE,Not Qualifying
080439781004,0.74,0,0.48,0.58,0.3,0.35,0.5,0.03,0,0,0.8,0.86,0,0,0.42,0.61,0.58,0.33,0,TRUE,Qualifying
080439782001,0.6,0.72,0.77,0.71,0.3,0.92,0.47,0.21,0,0.63,0.89,0,0.68,0,0.04,0.19,0.84,0.53,0.103,FALSE,Not Qualifying
080439782002,0.8,0.24,0.73,0.84,0.13,0.89,0.85,0.1,0,0,0.82,0.74,0.89,0.83,0.18,0.09,0.82,0.47,0.246,TRUE,Qualifying
080439782003,0.85,0.34,0.87,0.69,0.23,0.91,0.65,0.67,0,0,0,0,0.59,0,0.26,0.39,0.94,0.77,0.574,TRUE,Qualifying
080439783001,0.66,0.71,0.28,0.93,0.34,0.51,0,0.27,0,0.71,0.87,0,0.55,0.95,0.19,0.25,0.81,0.46,0.172,FALSE,Not Qualifying
080439783002,0,0.2,0.85,0.53,0.98,0.87,0.64,0.23,0,0,0.71,0,0,0,0.94,0.09,0.48,0.3,0.005,FALSE,Not Qualifying
080439783003,0.91,0.44,0.76,0.57,0.59,0.97,0.88,0.21,0,0,0.99,0.93,0.59,0,0.43,0.36,0.74,0.79,0,TRUE,Qualifying
080439783004,0.55,0.88,0,0.99,0.08,0.97,0.58,0.04,0,0,0.75,0,0,0,0.5,0.73,0.73,0.6,0.433,FALSE,Not Qualifying
080439784001,0.8,0.48,0.8,0.71,0.23,0.81,0.52,0.48,0,0.74,0.67,0.61,0.82,0.98,0.03,0.06,0.73,0.53,0.056,FALSE,Not Qualifying
080439784002,0.72,0.74,0.75,0.49,0.78,0.97,0.86,0.54,0,0.62,0.9,0.77,0.87,0,0.07,0.2,0.99,0.8,0.715,TRUE,Qualifying
080439785001,0.83,0,0.54,0.64,0.59,0.72,0.68,0.62,0,0.68,0.79,0,0.73,0,0.19,0.44,0.62,0.64,0.311,FALSE,Not Qualifying
080439785002,0.86,0.77,0.84,0.78,0.65,0.91,0.57,0.27,0,0,0.94,0,0.73,0.84,0.12,0.22,0.85,0.76,0.711,FALSE,Qualifying
080439785003,0.82,0.76,0.47,0.97,0.2,0.95,0.82,0.28,0,0.9,0,0,0.95,0.97,0.12,0.59,0.95,0.73,0.571,TRUE,Qualifying
080439785004,0.15,0.85,0.78,0.9,0.98,0.48,0,0.01,0,0.67,0,0.96,0,0.95,0.24,0.27,0.64,0.09,0.084,FALSE,Not Qualifying
080439786002,0.93,0.78,0.29,0.73,0.74,0.81,0.87,0.01,0,0.61,0,0.79,0.62,0,0.57,0.37,0.7,0.62,0.423,TRUE,Qualifying
